day,max_temp,min_temp,solar_radn,wind_run,rain,evapo_trans
1/02/1999,17.3,9.3,27.8,7,0,4.991
2/02/1999,19.3,5.6,29.9,3.5,0,5.305
3/02/1999,21.3,9.5,29,3.1,0,5.463
4/02/1999,22.6,9.9,28.5,3,0,5.454
5/02/1999,23.5,9.6,28.7,2.8,0,5.529
6/02/1999,23.7,13.7,20.5,3.5,0,3.97
7/02/1999,23,14.6,20.4,2.9,0,3.956
8/02/1999,24.7,14,26.3,2.3,0,5.307
9/02/1999,23.5,13,26.5,3.6,0,5.24
10/02/1999,24,14.7,20,6.7,0,3.909
11/02/1999,21.2,11.4,20.8,6.4,0,3.85
12/02/1999,23.3,11.1,28.3,3.5,0,5.516
13/02/1999,22.7,10.1,26.8,2.9,0,5.114
14/02/1999,23.8,12.8,20.7,3.5,0,3.983
15/02/1999,22.5,14.4,19,4.3,0,3.624
16/02/1999,22.7,16.1,23.5,5.1,0,4.69
17/02/1999,23.1,15,14.9,4,0,2.761
18/02/1999,24.5,11.1,20.4,3.5,0,3.88
19/02/1999,23.5,16.1,25.6,6.1,0,5.196
20/02/1999,22.2,16.4,9.5,5,4.5,1.577
21/02/1999,19.5,11.6,26,5.3,0,4.862
22/02/1999,22.7,7.2,26.1,2.8,0,4.823
23/02/1999,23.1,9.4,18.9,5.3,0,3.449
24/02/1999,22.9,11.4,22.3,2.2,0,4.235
25/02/1999,21.8,14.3,13.2,4.1,0,2.341
26/02/1999,20.9,15.4,19.8,8,0,3.777
27/02/1999,21.6,16.5,10.3,8.8,1.3,1.746
28/02/1999,20.4,12.8,16.9,6.1,0,3.053
1/03/1999,20.9,14.3,17,9,0,3.135
2/03/1999,18.8,12.5,14.6,6.8,0,2.52
3/03/1999,20,12.8,22.4,4.5,0,4.193
4/03/1999,24,8,21.7,3,0,4.013
5/03/1999,22.5,14.8,9.8,6.2,1.3,1.624
6/03/1999,19.6,16.2,5.4,9.5,10.7,0.651
7/03/1999,22.9,16.1,12.1,3,0,2.162
8/03/1999,22,13.5,15.1,2.2,14.5,2.736
9/03/1999,20,16.1,7.8,4,11.6,1.172
10/03/1999,21.8,15.2,12.9,3.9,2.6,2.296
11/03/1999,22.1,14.5,14.8,4.6,1.9,2.7
12/03/1999,22.2,13.6,13.1,2.6,1.3,2.312
13/03/1999,21.9,13.2,12.6,3.5,2,2.189
14/03/1999,19.9,11.2,15.3,4.5,2.8,2.659
15/03/1999,17,14.8,6.3,6.7,0,0.812
16/03/1999,22.1,14.3,20.2,1.6,0,3.867
17/03/1999,20.8,10.8,13.3,4.1,0,2.259
18/03/1999,21.9,10.9,20.8,3.1,0,3.857
19/03/1999,20.6,11.1,14.1,5.6,0,2.427
20/03/1999,22.3,14.6,21,4.3,0,4.06
21/03/1999,21.9,11.6,19.5,3.6,0,3.61
22/03/1999,20.4,12.4,16,4.5,0,2.852
23/03/1999,21.7,13.7,16.5,7.6,33.4,3.034
24/03/1999,15.6,12.5,8,5.4,0,1.12
25/03/1999,21.7,9.9,14,3.7,0,2.404
26/03/1999,21.3,12.6,14.5,3,0,2.566
27/03/1999,23.8,14.1,18.7,4.2,0,3.593
28/03/1999,23.1,14.7,17.6,4.8,0,3.348
29/03/1999,24.7,17.5,18.6,4.9,0,3.718
30/03/1999,21.8,15.9,13,7.4,8.2,2.333
31/03/1999,21.6,15.2,14.8,3.9,0,2.705
1/04/1999,20.8,11,14.9,4.2,0,2.595
2/04/1999,19.5,11.9,17,5.7,0,3.018
3/04/1999,20.4,9.7,15,3.5,0,2.571
4/04/1999,20,5.6,16.9,3.1,0,2.82
5/04/1999,21.9,9,15.4,3.8,1.2,2.674
6/04/1999,20,11.9,3.4,6.6,4.6,0.211
7/04/1999,23.1,14.2,9.3,7.2,7.9,1.514
8/04/1999,20.9,18,3.2,6.4,6.9,0.181
9/04/1999,18.3,13.2,12.9,2.7,0,2.174
10/04/1999,14.9,10.1,12.6,7.6,0,1.972
11/04/1999,15.5,5.8,15.6,4.9,0,2.448
12/04/1999,15.9,2.6,16.9,2.4,0,2.586
13/04/1999,18.1,4.3,13.3,2.5,0,2.047
14/04/1999,19.1,6.6,12.4,4.2,6.2,1.948
15/04/1999,18.6,12.6,8.1,6.6,10.7,1.178
16/04/1999,18.3,8.7,7.2,8.2,26.6,0.95
17/04/1999,12.3,7.4,9.4,8.2,4,1.27
18/04/1999,15.5,5.5,12,4.3,0,1.775
19/04/1999,18.2,7.6,14.8,2.8,0,2.417
20/04/1999,17.7,7.3,9.4,3.8,0,1.354
21/04/1999,18.3,7.3,9.5,2.1,0,1.382
22/04/1999,19,6.1,14.2,2.7,0,2.283
23/04/1999,17.3,9.1,13.2,4.7,0,2.119
24/04/1999,18.2,10.5,11,5.3,0,1.73
25/04/1999,18.4,8.9,10.6,3.4,0,1.625
26/04/1999,17.7,9.2,7.2,2.5,0,0.949
27/04/1999,19.1,8.2,13.4,1.8,0,2.18
28/04/1999,19.8,7.5,12.3,2.3,0,1.962
29/04/1999,18.8,4.2,14.3,2.5,0,2.25
30/04/1999,17.1,7.4,8.5,5.3,2.8,1.174
1/05/1999,17.6,12.3,4.5,5.4,12.9,0.43
2/05/1999,15.4,12.2,3.7,6.9,2.4,0.261
3/05/1999,13.3,9.9,9.3,7.5,0,1.308
4/05/1999,14.7,5.9,8.8,4.3,0,1.179
5/05/1999,16.6,8.9,7.5,7.9,2.8,0.993
6/05/1999,12,5.1,6.6,6.2,1.8,0.736
7/05/1999,12.9,7.1,8.1,7.4,0,1.039
8/05/1999,14.7,5.7,12.9,1.7,0,1.928
9/05/1999,16.7,5.3,8.3,4.5,1.2,1.104
10/05/1999,16.8,8,9.8,5.6,0,1.428
11/05/1999,16.9,9.3,8.7,2.9,0,1.235
12/05/1999,16.9,6.6,8.8,3.1,0,1.218
13/05/1999,16.5,9.1,6.6,6.2,4.1,0.819
14/05/1999,18.1,11.8,3.9,9.2,2.5,0.308
15/05/1999,18.2,15.5,4.7,5.6,0,0.489
16/05/1999,18.9,15.4,4.5,6,10.2,0.45
17/05/1999,16,10.9,9.1,5,0,1.323
18/05/1999,15.3,9.3,7.2,2.4,0,0.925
19/05/1999,14.6,2.7,10.9,2.9,0,1.492
20/05/1999,16.1,2.9,10.8,3.6,0,1.509
21/05/1999,15.6,3.1,8.7,3,0,1.128
22/05/1999,15.6,5.6,5.3,3,0,0.539
23/05/1999,17.3,4.1,11,2.7,0,1.597
24/05/1999,17.8,4.8,9.7,2.8,0,1.375
25/05/1999,17.2,5.8,10.5,3.6,0,1.532
26/05/1999,17.6,8.2,5,8.2,0,0.509
27/05/1999,18.5,13,4.3,4.3,13.5,0.396
28/05/1999,17.2,15.1,1.2,5.1,7.9,0
29/05/1999,17.1,11.4,4.3,2,0,0.384
30/05/1999,16.8,13.3,4.4,5.4,4.1,0.411
31/05/1999,17.6,13.3,5.4,2.7,0,0.619
1/06/1999,17.1,10.9,1.7,5,5.9,0
2/06/1999,16.8,8.1,6.7,4.1,7.4,0.832
3/06/1999,15.1,7.4,9.3,2.8,0,1.298
4/06/1999,12.3,6,1.9,4.8,20.6,0
5/06/1999,11.4,7.4,8.4,7,0,1.076
6/06/1999,13.2,4.3,7.7,3.2,0,0.934
7/06/1999,14.8,3.4,9.9,2.2,0,1.333
8/06/1999,15.5,4.7,6,4.3,16.1,0.661
9/06/1999,12.8,8.4,6.1,3.2,0,0.687
10/06/1999,15.1,2,6.8,3.1,0,0.771
11/06/1999,14.8,4.4,6.3,4.1,0,0.704
12/06/1999,15.2,7.8,3.5,7.9,17.2,0.21
13/06/1999,14.9,12.6,2.6,5.2,7.6,0.043
14/06/1999,16.2,10.3,3,5.9,10.7,0.121
15/06/1999,16.6,11.8,5.9,7.4,5.8,0.704
16/06/1999,16.1,10.9,5,5.9,8.1,0.516
17/06/1999,13,8.4,7,5.8,2.7,0.856
18/06/1999,13.5,5.6,5.8,2.8,3.9,0.613
19/06/1999,13.5,2.2,9.4,2.8,0,1.201
20/06/1999,11.5,2.6,6.7,4.6,0,0.722
21/06/1999,12.5,1.8,7.9,5,0,0.926
22/06/1999,11,1,10,2.2,0,1.235
23/06/1999,13.7,0.3,8.1,3.5,1.1,0.955
24/06/1999,13.8,3.5,9.1,2.2,1.7,1.176
25/06/1999,11.7,5.8,4.5,3.1,1.6,0.372
26/06/1999,11.6,5.3,3.8,4.4,0,0.246
27/06/1999,10.6,2.9,8.3,2.7,0,0.981
28/06/1999,12.2,1.3,7.9,4.3,0,0.915
29/06/1999,14.3,1.7,8.2,3.7,0,1
30/06/1999,13.5,1.6,6.4,3.4,0,0.682
1/07/1999,14.6,3.4,7.5,3.1,0,0.905
2/07/1999,15.4,7.5,5.2,7.9,8.3,0.531
3/07/1999,16.4,10.9,4.2,8,10.3,0.359
4/07/1999,10.2,4.5,5.4,4.6,2.3,0.509
5/07/1999,13.1,3.9,8.7,2.6,0,1.102
6/07/1999,13.9,3.8,7.3,5.3,0,0.866
7/07/1999,15.2,6.7,5.6,4,2.6,0.6
8/07/1999,14,7.1,2.9,5.5,7.9,0.095
9/07/1999,9.6,0.4,10.2,1.9,0,1.229
10/07/1999,12.3,0.5,10.3,2.4,0,1.299
11/07/1999,13.5,1.9,6.2,3.9,0,0.651
12/07/1999,13.8,3.3,7.4,3.1,0,0.876
13/07/1999,15.3,5,6.5,5.3,2,0.753
14/07/1999,13.3,2.2,9.1,3.2,0,1.147
15/07/1999,12.6,4.6,7.7,4,1.9,0.93
16/07/1999,12.9,4.6,0.8,3.9,6.2,0
17/07/1999,15.8,9.1,4.9,4.6,18.8,0.485
18/07/1999,16.4,11.7,7.6,4.8,9.9,1.041
19/07/1999,14.8,11.6,4.3,5.5,20,0.375
20/07/1999,15.6,9.9,7.7,6.2,9.9,1.031
21/07/1999,13.7,6.4,7.1,3.6,1.6,0.861
22/07/1999,15,5.4,7.1,3.5,2.3,0.864
23/07/1999,12.2,2.7,5.2,3.8,1.5,0.477
24/07/1999,12.6,5.5,9,2.4,0,1.172
25/07/1999,14.4,3.2,7.9,4.3,2.6,0.97
26/07/1999,12.2,7.3,5.8,5.1,18.7,0.617
27/07/1999,10.9,1.5,10.8,4.3,0,1.373
28/07/1999,11.9,1.8,9,3.4,1.3,1.101
29/07/1999,9.9,2.9,6.4,3.1,3.7,0.659
30/07/1999,10.6,3.6,3.5,6.7,3,0.187
31/07/1999,10.6,3.1,10,3,0,1.267
1/08/1999,11.9,0.6,10.4,2.5,0,1.31
2/08/1999,11.9,2.1,3.4,7.8,3.6,0.17
3/08/1999,15.2,6.4,8.9,4.3,0,1.211
4/08/1999,12.8,4.2,6.7,4.4,6.2,0.753
5/08/1999,13.1,7,7.6,5.4,4.4,0.953
6/08/1999,11.6,6.9,10.9,2.4,2.5,1.517
7/08/1999,11.6,3.2,9.1,5.4,3,1.135
8/08/1999,12.3,2.1,12.5,3.2,0,1.7
9/08/1999,13.6,-0.5,12.4,2.4,0,1.651
10/08/1999,15,0.8,12.6,3.3,0,1.752
11/08/1999,13.9,3.8,9.5,5.9,4.2,1.253
12/08/1999,13.4,7.7,6.1,4.6,10.2,0.686
13/08/1999,13.4,5.4,8.6,3.4,2.6,1.112
14/08/1999,14.4,2.2,8.9,2.9,0,1.13
15/08/1999,14.7,8.1,4.5,7.2,5,0.398
16/08/1999,11.9,9.1,4.4,2.7,12.4,0.372
17/08/1999,7.9,5.6,6.8,5.9,4.8,0.732
18/08/1999,10.1,3,9.2,4.5,0,1.124
19/08/1999,13,0.3,7.7,4,0,0.879
20/08/1999,12.4,5.3,8.6,7.1,17.3,1.095
21/08/1999,13.5,8.7,8.1,6.7,3.7,1.069
22/08/1999,13.6,6.9,10.1,8.3,9.8,1.416
23/08/1999,12.7,5.7,13.3,7.8,0,1.942
24/08/1999,13.4,8.5,9.5,7.8,0,1.327
25/08/1999,14.1,9.9,11.4,8,0,1.721
26/08/1999,13.2,6.4,14.1,3.3,0,2.119
27/08/1999,13.8,1.8,16,2.5,0,2.329
28/08/1999,13.5,3.2,8.9,3,0,1.132
29/08/1999,13.8,2.7,16.2,2.7,0,2.393
30/08/1999,15.3,2.9,8.6,4.3,0,1.103
31/08/1999,13.5,8.8,6.7,6.1,5.3,0.808
1/09/1999,12.9,0.4,16.3,2.6,0,2.301
2/09/1999,16.3,3.4,11,4.6,0,1.56
3/09/1999,15.8,7.7,15,4.2,0,2.395
4/09/1999,16,4.6,16.7,4.1,0,2.63
5/09/1999,16.3,8.4,15.7,5.5,0,2.562
6/09/1999,16.7,7.8,17.3,7.3,0,2.863
7/09/1999,15.2,11.7,5.4,5.5,9.8,0.594
8/09/1999,14.2,7.2,16.5,3.7,0,2.617
9/09/1999,11.3,4.1,13.7,5.5,0,1.93
10/09/1999,13.3,2.1,15.4,1.8,0,2.22
11/09/1999,14.5,3.4,14.3,5.1,0,2.105
12/09/1999,16.2,7.9,9.7,5.2,0,1.398
13/09/1999,15.7,11.5,9.8,6.9,0,1.466
14/09/1999,17.8,8.5,16.6,2.8,2.5,2.783
15/09/1999,16.3,10.6,14.9,4.2,10.8,2.466
16/09/1999,14.3,9.9,8.6,4.2,8.2,1.189
17/09/1999,14.8,6.8,19,2.8,0,3.088
18/09/1999,15.8,4.6,13.5,4.4,6.1,2.038
19/09/1999,13.6,11.5,3.4,4.5,9.2,0.196
20/09/1999,14.3,8.2,11.9,6.6,14.2,1.786
21/09/1999,11.7,5.7,8.7,8,1.2,1.108
22/09/1999,14.9,2.8,16.7,3.4,0,2.522
23/09/1999,15.7,2.5,16,2.8,0,2.415
24/09/1999,14.9,3.7,8.9,2.5,0,1.162
25/09/1999,15.9,2.6,19.3,4.5,1.4,3.013
26/09/1999,15.1,9.7,8,3.8,5.4,1.081
27/09/1999,14,8.9,9.5,6.7,3.7,1.342
28/09/1999,14.6,1.7,17.1,3.4,0,2.542
29/09/1999,16.9,1.4,17.5,3.9,0,2.685
30/09/1999,17.8,4.9,20.4,6,0,3.39
1/10/1999,16.6,5.2,19.4,2.5,0,3.169
2/10/1999,17.4,7.2,19.6,4.5,0,3.308
3/10/1999,17.1,5.7,20.9,4.2,0,3.488
4/10/1999,17,9.9,19.2,5.3,0,3.313
5/10/1999,17.4,10.3,12.4,5.1,0,1.99
6/10/1999,18.5,12.3,19,4.6,2.8,3.41
7/10/1999,20.4,11.4,15.5,3.8,7,2.72
8/10/1999,17.9,12.3,12.7,3.3,1.5,2.104
9/10/1999,17.8,12.5,11.6,3.4,0,1.882
10/10/1999,20.4,8.6,19.7,5.7,0,3.488
11/10/1999,18.8,11.1,16.9,4.1,0,2.952
12/10/1999,16.1,12.4,8.8,7.1,5.8,1.286
13/10/1999,17.3,10.8,15.5,5.6,0,2.617
14/10/1999,12.5,7.1,17.4,6.7,1.6,2.715
15/10/1999,11.1,2.4,18.6,5.5,1.6,2.69
16/10/1999,13.2,4.5,14.3,2.9,0,2.099
17/10/1999,15.1,3.9,25.6,3.5,0,4.164
18/10/1999,17,3.7,21.5,3.6,0,3.516
19/10/1999,17.3,5.1,16.6,4,0,2.666
20/10/1999,16.5,8.5,15.3,7.8,0,2.493
21/10/1999,17.4,11.6,10.8,6.5,23.8,1.695
22/10/1999,16.2,9.7,22.3,7.1,0,3.882
23/10/1999,17.5,7.1,26.5,6.1,1.1,4.634
24/10/1999,15.2,11.5,16.3,4.7,1.3,2.736
25/10/1999,18,2.6,27.3,3.1,0,4.578
26/10/1999,17.2,7.9,11.2,5,0,1.703
27/10/1999,17.4,12.3,9.7,9.9,8.3,1.484
28/10/1999,20.6,12.4,16.2,6,1.1,2.9
29/10/1999,19,14.6,19.2,5.5,0,3.551
30/10/1999,17.8,13.5,20.9,6.6,0,3.82
31/10/1999,19.3,14.6,15.1,5.7,0,2.693
1/11/1999,19.5,12.8,23.4,6,0,4.38
2/11/1999,20.2,13.1,19.7,4.1,0,3.645
3/11/1999,15.8,12.2,8.2,3.5,0,1.159
4/11/1999,17.7,11.8,7.7,3.8,4,1.076
5/11/1999,21.3,14.3,15.6,6.6,10,2.846
6/11/1999,21.9,15,27.2,3.2,3.8,5.413
7/11/1999,19.9,15.4,20,5.5,16.1,3.783
8/11/1999,20.2,14.2,16.5,3.1,1.2,3.004
9/11/1999,21.1,14.8,18.4,5.7,1.1,3.459
10/11/1999,21.3,16.1,7.1,8.4,17.1,1.033
11/11/1999,19.7,15.2,24.4,7.1,2.5,4.709
12/11/1999,16.6,12.7,15.9,7.7,3.8,2.731
13/11/1999,17.2,5.7,22.9,4.5,0,3.869
14/11/1999,18.1,8,19,3.5,0,3.246
15/11/1999,18.1,10.5,16.3,3.3,0,2.792
16/11/1999,20.1,7.2,29.5,5.7,2.8,5.365
17/11/1999,19,12.7,22.2,8.2,0,4.105
18/11/1999,17.2,14.6,7.3,7.2,14.2,1.019
19/11/1999,16,9.2,17.4,4.7,2.3,2.905
20/11/1999,15.9,6.9,22.4,3.8,20.6,3.77
21/11/1999,14.7,8.1,26.9,5.2,4.8,4.618
22/11/1999,15.7,8.5,24.3,4.4,0,4.193
23/11/1999,18.7,7.9,29.2,2.4,0,5.266
24/11/1999,17.1,7.8,13.6,5.9,6.6,2.162
25/11/1999,17.2,11.9,13.5,5.7,0,2.242
26/11/1999,20.4,7.6,23.9,1.8,2.3,4.289
27/11/1999,19.5,13,14.3,4.4,78.6,2.488
28/11/1999,12.5,9.5,3.1,10.7,57.6,0.133
29/11/1999,14.9,9.4,5.3,9,0,0.558
30/11/1999,15.5,9.2,20.1,4.4,0,3.408
1/12/1999,19.8,6.4,22.3,5.1,0,3.894
2/12/1999,18.8,11.8,24.4,3.9,0,4.509
3/12/1999,19.3,11.9,12.1,7,0,2.002
4/12/1999,21.8,13.7,21.5,5.3,0,4.113
5/12/1999,20.3,11.8,29.2,5.9,0,5.577
6/12/1999,21.1,14.8,16.5,4.8,0,3.049
7/12/1999,16.8,10.6,28.4,6.2,0,5.153
8/12/1999,15.2,7.6,30.8,5.4,0,5.353
9/12/1999,17.1,9.1,29.2,3.9,0,5.244
10/12/1999,20,6.8,28.3,4.2,0,5.101
11/12/1999,18.3,6.9,14.1,6.3,11.5,2.266
12/12/1999,17.9,13,16.7,4.6,6.2,2.941
13/12/1999,19,12.4,23.6,8.7,6.4,4.381
14/12/1999,15.2,10.3,13,7,2.2,2.06
15/12/1999,17.6,4,28,4.4,0,4.761
16/12/1999,18.9,9.1,25.1,4.9,0,4.528
17/12/1999,19.3,7.4,12,3,0,1.89
18/12/1999,19.8,11.4,23.2,6.9,1.6,4.29
19/12/1999,18.6,15.4,6.1,5.2,60.7,0.788
20/12/1999,18.8,11.2,30.3,5.3,0,5.683
21/12/1999,17.4,8.2,21.8,2.9,0,3.772
22/12/1999,18.9,11.7,27.2,5.1,0,5.083
23/12/1999,19.5,5.8,30,3.6,0,5.348
24/12/1999,18.2,7.3,25.8,4.6,7,4.544
25/12/1999,14.2,8.3,9.5,7.2,0,1.336
26/12/1999,15.6,8.3,31.2,5.8,0,5.495
27/12/1999,18.1,7.3,32.5,4.5,0,5.838
28/12/1999,19.1,6,22.6,2.4,0,3.906
29/12/1999,19.2,6.2,19,2.6,0,3.221
30/12/1999,20.7,7.9,27.6,3.5,0,5.058
31/12/1999,19.8,13.2,14.9,4.9,0,2.627
1/01/2000,21.6,14.2,22.5,5.6,5.7,4.341
2/01/2000,19.9,15.7,11.2,6.2,15,1.899
3/01/2000,18.7,14,27.8,7.5,5.2,5.318
4/01/2000,17.4,10.5,25.5,3.9,0,4.603
5/01/2000,18.8,11,22.6,3.5,0,4.107
6/01/2000,18.8,10.3,9.5,2,0,1.435
7/01/2000,19.7,11.3,22.4,2.2,0,4.117
8/01/2000,20.4,8.8,21.9,3.7,0,3.94
9/01/2000,19.8,12.8,24.8,5.3,0,4.686
10/01/2000,19.3,11.5,27,6.2,0,5.052
11/01/2000,18.6,6.4,30.6,5.4,0,5.446
12/01/2000,20.3,8,27.9,3.6,0,5.103
13/01/2000,19.8,7.3,32.1,2.9,0,5.867
14/01/2000,21,8.8,31.9,3.2,0,5.996
15/01/2000,22.6,9.8,24.7,2.3,0,4.656
16/01/2000,21.9,12.6,16.4,2.2,0,2.986
17/01/2000,21.4,14.3,24.6,3.6,0,4.789
18/01/2000,21.9,9.4,16.4,3,0,2.891
19/01/2000,24.1,14.7,23.9,3.7,2.7,4.779
20/01/2000,22.9,12.1,20.2,3.7,0,3.814
21/01/2000,21.5,11.3,16.2,3.9,0,2.894
22/01/2000,21.7,6.5,16,8.9,0,2.72
23/01/2000,23.9,15.9,18.9,5.7,0,3.703
24/01/2000,23.7,16.3,18.7,6.8,21,3.665
25/01/2000,16.3,12.6,6.3,3.4,15.9,0.788
26/01/2000,17.9,12,21.7,6,0,3.928
27/01/2000,18.2,8,30,3.9,0,5.4
28/01/2000,20.5,8,26.4,2.4,0,4.813
29/01/2000,20.1,11.6,8,6.5,7.3,1.163
30/01/2000,22.2,15,21,8.4,7.5,4.072
31/01/2000,19.6,12.4,23.7,7.7,0,4.429
1/02/2000,18.3,12.7,18,6.6,0,3.212
2/02/2000,19,11.8,22.5,4.8,0,4.129
3/02/2000,17.5,9.5,27,3.4,1.6,4.855
4/02/2000,20.7,9.5,21.3,6.2,1.1,3.858
5/02/2000,24.1,14.5,23.7,4.2,0,4.726
6/02/2000,22.6,13.6,23.6,5.4,0,4.596
7/02/2000,20.1,13.4,27.2,5.9,0,5.235
8/02/2000,21.4,13.1,25.1,5.4,0,4.84
9/02/2000,21.5,11,26.4,5,0,5.015
10/02/2000,22.6,12.6,13.4,4,0,2.363
11/02/2000,22.7,13.9,23.7,2.4,0,4.636
12/02/2000,21.9,16.2,10.3,2.6,0,1.746
13/02/2000,22.9,14.6,22.2,5.5,1.1,4.347
14/02/2000,20.8,15,6.3,4.5,11.1,0.845
15/02/2000,22.9,16.3,12.5,4.1,0,2.255
16/02/2000,23,16.2,18.8,4.1,8.2,3.66
17/02/2000,20.9,15.3,22.6,3.9,0,4.379
18/02/2000,17.4,14.1,8.5,6.6,0,1.264
19/02/2000,18.7,14.4,20.4,4.2,0,3.785
20/02/2000,19.8,10.7,10.7,2.4,0,1.701
21/02/2000,21.1,12.4,15.3,3.9,0,2.724
22/02/2000,20.3,14.1,23.2,4.9,0,4.43
23/02/2000,21.3,8,25.9,3.2,0,4.752
24/02/2000,23.7,9.8,25.7,3.5,0,4.918
25/02/2000,21.2,12.9,12.6,4.8,0,2.168
26/02/2000,20.4,14.6,9.9,3.2,0,1.609
27/02/2000,21.6,12.3,23.5,4,0,4.472
28/02/2000,22.6,14.6,22.8,4.6,0,4.466
29/02/2000,21.9,12.4,21.6,3.6,0,4.086
1/03/2000,20.7,14,9.9,2.7,0,1.604
2/03/2000,19.3,14.3,13.5,4.5,0,2.347
3/03/2000,19.4,9.3,24.7,2.8,0,4.481
4/03/2000,22,6.4,22,4,0,3.927
5/03/2000,22.9,12.2,22.1,3.5,0,4.225
6/03/2000,21.8,14.1,10.7,4.4,0,1.796
7/03/2000,22,12.4,18.9,5.7,0,3.515
8/03/2000,17.5,13,8.6,4.3,0,1.272
9/03/2000,19.6,6.4,21.1,2.9,0,3.652
10/03/2000,23.3,6.4,23.1,3.6,0,4.204
11/03/2000,22.6,9.3,15.8,3.6,0,2.785
12/03/2000,21.4,11,16.3,4.7,0,2.903
13/03/2000,19.8,14.8,15.4,5.4,27.8,2.776
14/03/2000,14.1,11.7,1.9,10.1,0,0
15/03/2000,19.2,9.8,18.9,4.1,0,3.327
16/03/2000,17.4,11.6,16.5,5.8,0,2.844
17/03/2000,18.9,10.3,21.8,3.6,0,3.919
18/03/2000,21.1,6,20.9,2.8,0,3.656
19/03/2000,20.8,9.9,13.5,4.8,0,2.279
20/03/2000,21.7,11.2,15.5,3.8,0,2.75
21/03/2000,19.9,14.2,9.5,4.8,6,1.51
22/03/2000,13.5,8.4,5.8,7.4,5.3,0.637
23/03/2000,17.4,4.7,19.8,4,0,3.255
24/03/2000,18.5,6.7,16.7,5,0,2.769
25/03/2000,15.9,11.9,8.6,7.8,0,1.236
26/03/2000,17.5,8.7,17.4,5.6,0,2.936
27/03/2000,18.3,4.8,20,2.7,0,3.329
28/03/2000,19.9,6.3,16.3,2.7,0,2.721
29/03/2000,18.6,7.6,8.5,3.3,7.1,1.196
30/03/2000,19.6,11,13.4,5.4,2.9,2.256
31/03/2000,19.7,11,17.9,2,0,3.181
1/04/2000,19.5,8,11.5,3.7,0,1.807
2/04/2000,20.3,8.6,9.5,3.7,0,1.432
3/04/2000,20.4,11.5,13,2.9,0,2.203
4/04/2000,17.9,12.1,9.3,7.8,15.3,1.408
5/04/2000,19.7,14.2,7.3,5.2,0,1.041
6/04/2000,20.5,15.1,7.5,7.2,0,1.102
7/04/2000,18.9,17.3,4.3,7.4,13,0.415
8/04/2000,17.7,8.3,11.6,5.3,15.7,1.798
9/04/2000,13.8,10.3,4.4,7.7,67.1,0.385
10/04/2000,14.6,9.9,4.4,4.4,17.5,0.387
11/04/2000,17.5,12.1,12.2,4,0,1.99
12/04/2000,18,8.8,11.1,3.8,0,1.715
13/04/2000,17.3,4.6,13.8,3.2,0,2.129
14/04/2000,17.7,9.2,13.2,3.2,0,2.131
15/04/2000,17.7,6.4,15,4.5,0,2.411
16/04/2000,18.5,10.4,9.2,1.5,0,1.371
17/04/2000,20.9,5.8,14.9,3.3,0,2.461
18/04/2000,20.4,11.1,13.6,5.1,0,2.318
19/04/2000,18.7,14,4.4,5.3,5.9,0.422
20/04/2000,19.5,15.4,10.5,4.6,0,1.736
21/04/2000,15.6,10.3,4.8,1.9,0,0.471
22/04/2000,18.5,11.5,12.1,3.2,0,1.978
23/04/2000,14.7,8.3,3.3,5.9,16,0.173
24/04/2000,16.8,10.7,10.3,4,11.1,1.569
25/04/2000,13.7,8.4,3.1,5.1,12.8,0.134
26/04/2000,16.4,4.6,10.8,4.4,0,1.553
27/04/2000,16,8.1,7.3,1.9,0,0.939
28/04/2000,18.2,9.3,12.7,2.7,0,2.045
29/04/2000,15.3,4.5,6.5,2.3,0,0.746
30/04/2000,14.3,10.2,4.3,3,0,0.368
1/05/2000,17.4,9.1,4.4,3.3,0,0.395
2/05/2000,17.9,7,11.3,4.8,0,1.719
3/05/2000,16.9,13,10.3,4.3,0,1.61
4/05/2000,17.2,5.7,9.1,2.2,0,1.266
5/05/2000,16.5,9.5,6.5,2,0,0.803
6/05/2000,16.1,6.7,6.6,3.5,0,0.794
7/05/2000,17.6,10.4,6.9,7.5,6.6,0.9
8/05/2000,12.5,8.9,5.8,6.2,0,0.633
9/05/2000,15.5,2.7,8.9,2.1,1.6,1.156
10/05/2000,17.9,9.8,8.7,2.6,0,1.255
11/05/2000,17.4,8.3,8.2,2.8,11.2,1.131
12/05/2000,17.7,11.4,1.4,2.9,29.8,0
13/05/2000,17.1,12.5,1,5.4,88.3,0
14/05/2000,11.2,7.9,4.9,4.3,1.1,0.452
15/05/2000,16.5,8,5.5,2.9,8.5,0.598
16/05/2000,14.1,11.2,7.1,6.7,2.4,0.913
17/05/2000,14.6,7.8,10.3,4.4,0,1.484
18/05/2000,15.4,7.5,8.5,2.9,0,1.153
19/05/2000,17,6.6,7.1,4.4,4,0.896
20/05/2000,17.1,11,10.3,4.4,1.1,1.579
21/05/2000,17.5,12.5,10.3,5.4,6.1,1.611
22/05/2000,13.4,6.8,5.1,2.9,0,0.497
23/05/2000,16.1,6.1,7.6,3.1,0,0.976
24/05/2000,15.9,4.2,8.8,2.1,0,1.172
25/05/2000,15.2,3.3,8.9,2.6,0,1.161
26/05/2000,15.8,3.3,7.9,2.3,0,0.991
27/05/2000,15.5,3.6,10.3,3.3,0,1.422
28/05/2000,14.8,1.4,10.2,4,0,1.348
29/05/2000,13.8,6.2,2.6,6.1,6.5,0.039
